# x, y, z, x_dot, y_dot, z_dot, phi, theta, psi, p, q, r
0.13996,0.03423,113.59811,0.02226,-0.00908,28.31593,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14005,0.03419,113.71134,0.02209,-0.00960,28.32940,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14014,0.03415,113.82463,0.02203,-0.00958,28.34301,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14023,0.03411,113.93798,0.02239,-0.00973,28.35659,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14032,0.03408,114.05138,0.02307,-0.01008,28.37033,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14041,0.03404,114.16483,0.02323,-0.00970,28.38443,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14050,0.03400,114.27834,0.02315,-0.00890,28.39803,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14059,0.03396,114.39190,0.02317,-0.00867,28.41128,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14069,0.03392,114.50552,0.02345,-0.00881,28.42513,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14078,0.03389,114.61919,0.02338,-0.00893,28.43999,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14087,0.03385,114.73293,0.02299,-0.00911,28.45455,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14096,0.03382,114.84671,0.02282,-0.00931,28.46847,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14106,0.03378,114.96056,0.02233,-0.00895,28.48300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14115,0.03374,115.07446,0.02202,-0.00853,28.49703,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14124,0.03371,115.18842,0.02215,-0.00855,28.51040,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14132,0.03368,115.30244,0.02239,-0.00901,28.52415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14141,0.03364,115.41651,0.02239,-0.00986,28.53761,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14150,0.03360,115.53063,0.02261,-0.01008,28.55103,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14159,0.03356,115.64481,0.02324,-0.00967,28.56517,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14168,0.03352,115.75904,0.02334,-0.00944,28.57946,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14178,0.03349,115.87333,0.02328,-0.00935,28.59337,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14187,0.03345,115.98768,0.02316,-0.00921,28.60774,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14196,0.03341,116.10208,0.02319,-0.00912,28.62189,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14206,0.03337,116.21654,0.02300,-0.00860,28.63519,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14215,0.03334,116.33105,0.02258,-0.00809,28.64896,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14224,0.03331,116.44562,0.02250,-0.00830,28.66330,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14233,0.03327,116.56024,0.02246,-0.00865,28.67853,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14242,0.03324,116.67493,0.02251,-0.00949,28.69364,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14251,0.03320,116.78967,0.02239,-0.01078,28.70727,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14260,0.03316,116.90447,0.02170,-0.01117,28.72074,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14269,0.03312,117.01933,0.02164,-0.01164,28.73472,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14277,0.03307,117.13424,0.02161,-0.01220,28.74896,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14286,0.03302,117.24921,0.02166,-0.01221,28.76345,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14295,0.03298,117.36423,0.02120,-0.01284,28.77763,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14303,0.03293,117.47932,0.02060,-0.01349,28.79144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14312,0.03287,117.59445,0.02080,-0.01361,28.80485,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14320,0.03282,117.70965,0.02074,-0.01333,28.81841,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14328,0.03276,117.82489,0.02119,-0.01348,28.83243,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14337,0.03271,117.94019,0.02190,-0.01421,28.84596,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14345,0.03266,118.05555,0.02256,-0.01438,28.85911,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14354,0.03260,118.17096,0.02289,-0.01427,28.87296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14363,0.03254,118.28643,0.02301,-0.01389,28.88731,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14372,0.03249,118.40195,0.02294,-0.01394,28.90134,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14382,0.03243,118.51752,0.02246,-0.01339,28.91537,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14391,0.03237,118.63316,0.02219,-0.01331,28.92911,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14400,0.03232,118.74885,0.02251,-0.01484,28.94270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14409,0.03227,118.86459,0.02264,-0.01548,28.95646,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14418,0.03220,118.98039,0.02232,-0.01590,28.97017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14427,0.03214,119.09624,0.02257,-0.01598,28.98446,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14436,0.03208,119.21215,0.02252,-0.01557,28.99890,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14445,0.03201,119.32812,0.02203,-0.01524,29.01320,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14454,0.03195,119.44414,0.02186,-0.01517,29.02766,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14462,0.03189,119.56022,0.02164,-0.01569,29.04137,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14471,0.03183,119.67636,0.02154,-0.01612,29.05483,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14480,0.03177,119.79255,0.02156,-0.01622,29.06879,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14488,0.03170,119.90880,0.02125,-0.01528,29.08282,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14497,0.03164,120.02510,0.02103,-0.01457,29.09717,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14505,0.03158,120.14146,0.02105,-0.01509,29.11105,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14514,0.03152,120.25788,0.02094,-0.01557,29.12525,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14522,0.03146,120.37435,0.02093,-0.01532,29.14012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14530,0.03140,120.49088,0.02073,-0.01464,29.15406,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14539,0.03134,120.60747,0.02020,-0.01453,29.16815,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14547,0.03128,120.72412,0.02046,-0.01466,29.18233,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14555,0.03122,120.84082,0.02085,-0.01465,29.19592,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14563,0.03116,120.95757,0.02094,-0.01441,29.20939,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14572,0.03110,121.07438,0.02192,-0.01380,29.22310,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14580,0.03105,121.19125,0.02313,-0.01347,29.23745,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14589,0.03099,121.30817,0.02354,-0.01321,29.25166,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14599,0.03094,121.42515,0.02381,-0.01260,29.26536,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14608,0.03089,121.54218,0.02453,-0.01164,29.27938,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14618,0.03084,121.65927,0.02506,-0.01071,29.29359,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14628,0.03079,121.77642,0.02547,-0.01034,29.30780,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14638,0.03075,121.89362,0.02593,-0.01030,29.32180,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14648,0.03071,122.01088,0.02592,-0.01040,29.33594,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14658,0.03067,122.12820,0.02551,-0.01051,29.35017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14669,0.03063,122.24557,0.02488,-0.01042,29.36387,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14679,0.03059,122.36300,0.02478,-0.01081,29.37702,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14689,0.03054,122.48048,0.02481,-0.01105,29.39076,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14699,0.03050,122.59801,0.02461,-0.01101,29.40519,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14709,0.03046,122.71560,0.02506,-0.01138,29.41916,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14718,0.03041,122.83325,0.02542,-0.01105,29.43299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14729,0.03037,122.95096,0.02537,-0.01070,29.44711,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14739,0.03032,123.06872,0.02509,-0.01111,29.46160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14749,0.03028,123.18654,0.02506,-0.01141,29.47569,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14759,0.03023,123.30441,0.02505,-0.01180,29.48995,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14769,0.03019,123.42234,0.02435,-0.01273,29.50445,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14779,0.03014,123.54033,0.02381,-0.01326,29.51876,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14788,0.03009,123.65838,0.02379,-0.01261,29.53289,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14798,0.03003,123.77648,0.02410,-0.01177,29.54697,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14807,0.02999,123.89464,0.02385,-0.01111,29.56129,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14817,0.02994,124.01286,0.02384,-0.01057,29.57528,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14827,0.02990,124.13113,0.02460,-0.01110,29.58965,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14836,0.02985,124.24946,0.02508,-0.01210,29.60455,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14846,0.02981,124.36785,0.02465,-0.01252,29.61854,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14856,0.02976,124.48629,0.02399,-0.01228,29.63194,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14866,0.02971,124.60479,0.02376,-0.01241,29.64602,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14875,0.02966,124.72335,0.02355,-0.01260,29.65973,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14885,0.02961,124.84196,0.02349,-0.01253,29.67357,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14894,0.02956,124.96063,0.02387,-0.01338,29.68831,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14904,0.02951,125.07935,0.02478,-0.01404,29.70318,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14914,0.02945,125.19814,0.02581,-0.01347,29.71729,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14924,0.02940,125.31698,0.02672,-0.01318,29.73117,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14934,0.02934,125.43587,0.02701,-0.01281,29.74532,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14945,0.02929,125.55483,0.02697,-0.01219,29.75895,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14956,0.02924,125.67383,0.02689,-0.01220,29.77277,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14966,0.02919,125.79290,0.02698,-0.01199,29.78629,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14977,0.02914,125.91202,0.02699,-0.01213,29.79973,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14988,0.02910,126.03119,0.02645,-0.01215,29.81367,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.14999,0.02905,126.15042,0.02551,-0.01188,29.82776,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15009,0.02900,126.26970,0.02487,-0.01220,29.84198,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15019,0.02895,126.38904,0.02486,-0.01188,29.85610,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15029,0.02890,126.50843,0.02461,-0.01089,29.87011,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15039,0.02886,126.62789,0.02470,-0.01065,29.88448,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15049,0.02881,126.74740,0.02521,-0.01064,29.89888,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15059,0.02877,126.86696,0.02565,-0.01036,29.91264,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15069,0.02873,126.98658,0.02655,-0.00999,29.92682,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15079,0.02869,127.10626,0.02663,-0.00927,29.94100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15090,0.02865,127.22600,0.02578,-0.00888,29.95507,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15101,0.02861,127.34579,0.02560,-0.00885,29.96930,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15111,0.02858,127.46564,0.02567,-0.00898,29.98335,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15121,0.02854,127.58555,0.02594,-0.00916,29.99700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15131,0.02851,127.70551,0.02631,-0.00912,30.01058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15142,0.02847,127.82552,0.02607,-0.00948,30.02486,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15152,0.02843,127.94559,0.02546,-0.00971,30.03964,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15163,0.02840,128.06572,0.02542,-0.00972,30.05444,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15173,0.02836,128.18591,0.02639,-0.00969,30.06886,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15183,0.02832,128.30616,0.02674,-0.00961,30.08301,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15194,0.02828,128.42646,0.02598,-0.00947,30.09687,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15204,0.02824,128.54682,0.02536,-0.00881,30.11076,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15215,0.02820,128.66723,0.02508,-0.00834,30.12506,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15225,0.02817,128.78771,0.02509,-0.00814,30.13892,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15235,0.02814,128.90823,0.02522,-0.00751,30.15271,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15245,0.02811,129.02882,0.02540,-0.00731,30.16719,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15255,0.02808,129.14946,0.02527,-0.00775,30.18209,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15265,0.02805,129.27016,0.02520,-0.00841,30.19645,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15275,0.02801,129.39091,0.02590,-0.00908,30.21047,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15285,0.02798,129.51173,0.02617,-0.00959,30.22471,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15296,0.02794,129.63260,0.02628,-0.00998,30.23879,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15306,0.02790,129.75352,0.02641,-0.01020,30.25263,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15317,0.02786,129.87451,0.02714,-0.00988,30.26638,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15328,0.02782,129.99555,0.02817,-0.00960,30.28073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15339,0.02778,130.11664,0.02868,-0.00921,30.29505,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15350,0.02774,130.23779,0.02956,-0.00867,30.30875,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15362,0.02771,130.35900,0.02950,-0.00868,30.32210,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15373,0.02767,130.48026,0.02930,-0.00818,30.33586,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15385,0.02764,130.60158,0.03024,-0.00702,30.35030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15397,0.02761,130.72295,0.03128,-0.00651,30.36427,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15409,0.02758,130.84438,0.03171,-0.00587,30.37817,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15422,0.02756,130.96586,0.03175,-0.00532,30.39217,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15435,0.02754,131.08740,0.03194,-0.00527,30.40608,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15447,0.02751,131.20900,0.03204,-0.00455,30.42047,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15460,0.02750,131.33065,0.03228,-0.00418,30.43504,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15473,0.02748,131.45236,0.03294,-0.00392,30.44926,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15486,0.02746,131.57413,0.03288,-0.00388,30.46344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15499,0.02745,131.69596,0.03233,-0.00434,30.47725,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15512,0.02743,131.81784,0.03246,-0.00491,30.49109,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15525,0.02741,131.93978,0.03234,-0.00542,30.50520,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15538,0.02739,132.06177,0.03212,-0.00557,30.51937,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15551,0.02737,132.18382,0.03255,-0.00548,30.53445,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15564,0.02735,132.30593,0.03236,-0.00542,30.54917,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15577,0.02732,132.42809,0.03177,-0.00531,30.56349,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15590,0.02730,132.55032,0.03177,-0.00493,30.57794,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15603,0.02728,132.67260,0.03168,-0.00530,30.59171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15615,0.02726,132.79494,0.03171,-0.00592,30.60529,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15628,0.02724,132.91733,0.03185,-0.00584,30.61916,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15641,0.02722,133.03978,0.03191,-0.00593,30.63399,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15653,0.02719,133.16229,0.03244,-0.00634,30.64877,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15666,0.02717,133.28485,0.03297,-0.00601,30.66240,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15679,0.02714,133.40748,0.03368,-0.00546,30.67611,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15693,0.02712,133.53015,0.03364,-0.00539,30.68979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15706,0.02710,133.65289,0.03277,-0.00524,30.70382,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15720,0.02708,133.77567,0.03197,-0.00504,30.71794,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15732,0.02706,133.89852,0.03092,-0.00511,30.73106,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15745,0.02704,134.02141,0.03059,-0.00571,30.74463,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15757,0.02702,134.14437,0.03049,-0.00629,30.75830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15770,0.02699,134.26737,0.03035,-0.00611,30.77208,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15782,0.02697,134.39043,0.03094,-0.00599,30.78669,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15794,0.02694,134.51355,0.03121,-0.00655,30.80108,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15806,0.02692,134.63673,0.03085,-0.00673,30.81534,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15819,0.02689,134.75996,0.03096,-0.00612,30.82982,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15831,0.02686,134.88325,0.03114,-0.00533,30.84405,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15844,0.02684,135.00660,0.03037,-0.00526,30.85799,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15856,0.02682,135.13000,0.02961,-0.00585,30.87230,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15868,0.02680,135.25346,0.02993,-0.00577,30.88628,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15880,0.02678,135.37698,0.03030,-0.00517,30.89969,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15892,0.02675,135.50055,0.03017,-0.00515,30.91384,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15904,0.02673,135.62418,0.03030,-0.00547,30.92840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15916,0.02671,135.74786,0.03069,-0.00535,30.94166,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15928,0.02669,135.87160,0.03119,-0.00513,30.95436,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15941,0.02667,135.99539,0.03117,-0.00549,30.96709,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15953,0.02665,136.11924,0.03075,-0.00592,30.98087,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15965,0.02662,136.24313,0.03084,-0.00597,30.99632,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15978,0.02660,136.36709,0.03156,-0.00561,31.01128,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.15990,0.02658,136.49110,0.03290,-0.00551,31.02559,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16003,0.02656,136.61518,0.03409,-0.00525,31.03951,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16017,0.02653,136.73931,0.03431,-0.00451,31.05318,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16030,0.02651,136.86349,0.03365,-0.00435,31.06724,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16044,0.02650,136.98773,0.03372,-0.00428,31.08123,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16057,0.02648,137.11203,0.03444,-0.00380,31.09503,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16071,0.02646,137.23638,0.03500,-0.00311,31.10959,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16085,0.02645,137.36079,0.03550,-0.00222,31.12416,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16099,0.02644,137.48526,0.03564,-0.00145,31.13822,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16113,0.02643,137.60978,0.03607,-0.00097,31.15252,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16127,0.02643,137.73437,0.03671,-0.00112,31.16663,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16142,0.02642,137.85900,0.03712,-0.00184,31.18023,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16157,0.02642,137.98370,0.03691,-0.00270,31.19451,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16172,0.02641,138.10845,0.03659,-0.00348,31.20946,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16186,0.02640,138.23325,0.03691,-0.00315,31.22400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16201,0.02638,138.35812,0.03725,-0.00269,31.23829,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16216,0.02637,138.48305,0.03767,-0.00350,31.25297,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16231,0.02636,138.60803,0.03792,-0.00414,31.26761,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16246,0.02634,138.73307,0.03797,-0.00432,31.28150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16261,0.02633,138.85817,0.03842,-0.00478,31.29537,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16276,0.02631,138.98332,0.03853,-0.00470,31.30919,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16292,0.02629,139.10853,0.03828,-0.00476,31.32289,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16307,0.02627,139.23380,0.03826,-0.00597,31.33590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16322,0.02625,139.35911,0.03878,-0.00668,31.34945,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16338,0.02622,139.48448,0.03901,-0.00625,31.36407,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16353,0.02620,139.60991,0.03873,-0.00584,31.37818,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16369,0.02617,139.73539,0.03805,-0.00610,31.39214,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16384,0.02615,139.86094,0.03761,-0.00635,31.40584,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16399,0.02612,139.98653,0.03795,-0.00615,31.41962,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16415,0.02610,140.11218,0.03735,-0.00616,31.43356,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16430,0.02607,140.23789,0.03680,-0.00556,31.44696,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16444,0.02605,140.36365,0.03690,-0.00470,31.46088,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16459,0.02603,140.48947,0.03656,-0.00428,31.47587,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16474,0.02601,140.61534,0.03667,-0.00298,31.49011,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.16489,0.02600,140.74127,0.03736,-0.00206,31.50391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
